   124       1.         5000.=WAVLEN FOR TAU & KAPPA    1=RAY NUMBER   Fontenla: model P, interpolated, plage model
   0.453 -3.58066E+06   7454.8 1.406E+05 3.737E+02 2.723E+00 2.943E-07 0.0 0.0E+00  0.00E+00
   0.509 -4.00000E+06   7590.0 1.439E+05 4.632E+02 3.215E+00 2.948E-07 0.0 0.0E+00  0.00E+00
   0.575 -4.47898E+06   7742.0 1.476E+05 5.860E+02 3.865E+00 2.959E-07 0.0 0.0E+00  0.00E+00
   0.640 -4.94663E+06   7888.4 1.513E+05 7.313E+02 4.605E+00 2.975E-07 0.0 0.0E+00  0.00E+00
   0.706 -5.40405E+06   8031.2 1.549E+05 9.031E+02 5.452E+00 2.991E-07 0.0 0.0E+00  0.00E+00
   0.771 -5.85238E+06   8172.8 1.585E+05 1.105E+03 6.421E+00 3.005E-07 0.0 0.0E+00  0.00E+00
   0.839 -6.30929E+06   8320.2 1.622E+05 1.351E+03 7.574E+00 3.015E-07 0.0 0.0E+00  0.00E+00
   0.908 -6.76894E+06   8470.8 1.660E+05 1.645E+03 8.929E+00 3.019E-07 0.0 0.0E+00  0.00E+00
   0.978 -7.22729E+06   8619.8 1.699E+05 1.987E+03 1.050E+01 3.020E-07 0.0 0.0E+00  0.00E+00
   1.047 -7.68864E+06   8765.6 1.738E+05 2.383E+03 1.232E+01 3.021E-07 0.0 0.0E+00  0.00E+00
   1.115 -8.14989E+06   8904.0 1.777E+05 2.830E+03 1.438E+01 3.025E-07 0.0 0.0E+00  0.00E+00
   1.181 -8.60495E+06   9032.8 1.815E+05 3.316E+03 1.663E+01 3.032E-07 0.0 0.0E+00  0.00E+00
   1.247 -9.06641E+06   9157.4 1.853E+05 3.841E+03 1.907E+01 3.042E-07 0.0 0.0E+00  0.00E+00
   1.313 -9.53214E+06   9279.4 1.892E+05 4.393E+03 2.163E+01 3.053E-07 0.0 0.0E+00  0.00E+00
   1.379 -1.00000E+07   9400.0 1.931E+05 4.958E+03 2.426E+01 3.066E-07 0.0 0.0E+00  0.00E+00
 
 LOG(TAU)    Z          TEMP    PRESS    EL PRESS   KAPPA     DENS     B    MICROT     V
            [CM]         [K]    [CGS]     [CGS]    [GM^-1]  [G/CM^3]   [G]  [CM/S]   [CM/S]
